Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
Verify Interactive G+ Report,Report for Verify Interactive G+,"Graduate, Manager, Mid-Professional, Professional Individual Contributor",N/A,N/A,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_French_(Canadian).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_sample@candidate2.szz_VerifyInteractiveG+Report_1003303.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_sample.candidate1234@shl.com_VerifyInteractiveG+Report_7468094.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Chinese_(Traditional).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Chinese_(simplified).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SampleReport_VerifyInteractiveG+Report_FRA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Slovak.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Portugese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Thai.pdf
Verify Interactive Process Monitoring,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits","Graduate, Manager, Mid-Professional, Professional Individual Contributor",English (USA),18,Yes,No,A,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Detailed_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Candidate_Report_US_English.pdf
Virtual Assessment and Development Centers,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/Language Availabilityfor the candidate and assessor simulation interface is shown in the list below.Language Availabilityfor the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic",Approximate Completion Time in minutes = N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,N/A
Visual Basic for Applications (New),"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security","Mid-Professional, Professional Individual Contributor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Visual_Basic_for_Applications_(New).pdf
Visual Comparison - UK,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical,Entry-Level,English International,5,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Visual_Comparison_UKE.pdf
Visual Comparison - US,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical,Entry-Level,English (USA),5,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Visual_Comparison.pdf
What Is The Value - US,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis,Entry-Level,English (USA),5,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_What_is_the_Value_-_US.pdf
Workplace Administration Skills (New),"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues","Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),12,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Administration_Skills_(New).pdf
Workplace Health and Safety (New),"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene","Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Health_and_Safety_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Health_and_Safety_(New)_Sample_Candidate.pdf
WriteX - Email Writing (Customer Service) (New),"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(CustomerService)_Sample_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Customer_Service).pdf
WriteX - Email Writing (Managerial) (New),"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Managerial).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Managerial)_Sample_Report.pdf
WriteX - Email Writing (Sales) (New),"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),15,Yes,No,B S,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Sales).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Sales)_Sample_Report.pdf
Written English v1,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor","English (USA), English International",30,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-Written_English_US.pdf
Written Spanish,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor",Latin American Spanish,22,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,N/A
Zabbix (New),"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Zabbix_(New).pdf
iOS Development (New),"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones","Mid-Professional, Professional Individual Contributor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/iOS_Development_(New).pdf
jQuery (New),"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX","Mid-Professional, Professional Individual Contributor",English (USA),10,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/jquery-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/jQuery_(New).pdf
